-8.983045,-0.440533,-0.105345, 0.007812,-0.005859,0.003906 
-8.973468,-0.373495,-0.105345, -0.005859,0.003906,0.000000 
-8.973468,-0.459687,-0.105345, 0.003906,-0.003906,0.000000 
-9.002198,-0.421380,-0.162806, 0.005859,-0.003906,-0.003906 
-8.983045,-0.440533,-0.105345, -0.005859,-0.001953,0.001953 
-8.954314,-0.421380,-0.181959, 0.003906,-0.005859,-0.007812 
-8.944737,-0.402226,-0.114922, 0.000000,0.009766,0.009766 
-8.963891,-0.440533,-0.143652, 0.009766,0.001953,-0.011719 
-8.944737,-0.411803,-0.153229, -0.005859,0.000000,0.000000 
-8.944737,-0.411803,-0.086191, 0.009766,-0.007812,0.000000 
-8.954314,-0.440533,-0.105345, -0.009766,-0.001953,-0.007812 
-8.983045,-0.402226,-0.153229, 0.003906,0.000000,0.001953 
-9.002198,-0.402226,-0.086191, 0.001953,0.005859,-0.009766 
-8.963891,-0.402226,-0.095768, -0.003906,-0.001953,0.001953 
-9.002198,-0.450110,-0.076614, 0.009766,0.000000,0.009766 
-8.983045,-0.430956,-0.105345, 0.001953,0.007812,-0.003906 
-8.973468,-0.450110,-0.076614, 0.003906,-0.003906,0.009766 
-8.973468,-0.469264,-0.076614, -0.001953,0.005859,0.001953 
-8.973468,-0.469264,-0.105345, -0.001953,-0.007812,0.000000 
-8.954314,-0.411803,-0.114922, 0.007812,0.001953,0.011719 
-9.021352,-0.411803,-0.105345, 0.009766,0.005859,-0.009766 
-8.973468,-0.440533,-0.143652, -0.001953,-0.003906,0.001953 
-8.983045,-0.392649,-0.124498, 0.001953,0.003906,-0.003906 
-9.002198,-0.402226,-0.181959, -0.013672,-0.001953,0.003906 
-8.983045,-0.497994,-0.076614, -0.007812,0.000000,-0.007812 
-9.021352,-0.421380,-0.067038, 0.001953,0.001953,0.003906 
-8.973468,-0.469264,-0.095768, 0.009766,-0.001953,0.007812 
-8.963891,-0.450110,-0.220267, -0.003906,-0.001953,-0.011719 
-8.992621,-0.421380,-0.153229, -0.005859,0.003906,0.011719 
-8.963891,-0.383072,-0.095768, 0.000000,-0.003906,-0.001953 
-8.992621,-0.469264,-0.134075, -0.001953,0.003906,-0.003906 
-8.992621,-0.421380,-0.095768, 0.000000,0.003906,-0.007812 
-8.992621,-0.392649,-0.105345, -0.005859,-0.003906,0.009766 
-8.963891,-0.440533,-0.143652, 0.003906,-0.001953,0.015625 
-8.973468,-0.440533,-0.114922, -0.009766,-0.007812,0.000000 
-8.973468,-0.383072,-0.143652, 0.000000,0.003906,0.003906 
-9.011775,-0.450110,-0.086191, 0.007812,0.001953,-0.001953 
-9.011775,-0.402226,-0.124498, -0.003906,-0.003906,-0.003906 
-8.944737,-0.402226,-0.114922, -0.003906,0.001953,0.000000 
-8.944737,-0.411803,-0.105345, -0.005859,0.007812,0.009766 
-8.992621,-0.497994,-0.162806, 0.009766,0.000000,-0.003906 
-8.963891,-0.411803,-0.105345, 0.000000,-0.003906,0.005859 
-8.944737,-0.402226,-0.124498, 0.007812,-0.001953,-0.013672 
-8.973468,-0.450110,-0.134075, -0.001953,-0.001953,-0.001953 
-8.992621,-0.373495,-0.134075, 0.011719,0.003906,0.019531 
-8.935161,-0.421380,-0.076614, -0.007812,0.003906,-0.009766 
-8.983045,-0.459687,-0.114922, 0.007812,0.007812,0.003906 
-8.944737,-0.411803,-0.105345, 0.000000,-0.003906,-0.005859 
-8.954314,-0.402226,-0.124498, -0.007812,-0.001953,0.001953 
-8.944737,-0.450110,-0.114922, 0.005859,0.001953,-0.003906 
-8.963891,-0.450110,-0.105345, 0.003906,0.001953,-0.005859 
-8.944737,-0.363919,-0.105345, -0.001953,-0.001953,0.017578 
-9.002198,-0.421380,-0.134075, 0.009766,0.007812,-0.007812 
-8.983045,-0.459687,-0.124498, -0.003906,-0.001953,0.000000 
-8.973468,-0.392649,-0.114922, -0.003906,-0.003906,-0.003906 
-9.002198,-0.421380,-0.114922, -0.009766,0.000000,0.000000 
-8.944737,-0.450110,-0.076614, 0.003906,0.007812,-0.001953 
-8.963891,-0.402226,-0.105345, 0.001953,0.005859,-0.005859 
-8.963891,-0.430956,-0.105345, 0.005859,0.009766,0.009766 
-8.954314,-0.450110,-0.143652, -0.007812,-0.001953,0.003906 
-8.973468,-0.430956,-0.105345, 0.000000,0.003906,-0.001953 
-8.963891,-0.402226,-0.114922, 0.000000,0.009766,-0.001953 
-8.963891,-0.430956,-0.095768, 0.000000,0.001953,-0.001953 
-9.021352,-0.440533,-0.191536, 0.000000,-0.005859,-0.001953 
-8.944737,-0.402226,-0.095768, 0.009766,0.003906,-0.003906 
-8.973468,-0.411803,-0.124498, 0.001953,0.003906,0.001953 
-8.983045,-0.430956,-0.172383, -0.001953,-0.007812,-0.003906 
-8.954314,-0.411803,-0.143652, -0.009766,0.001953,0.005859 
-8.983045,-0.411803,-0.114922, 0.003906,-0.001953,0.001953 
-8.916007,-0.411803,-0.086191, 0.003906,0.001953,-0.003906 
-8.973468,-0.373495,-0.095768, -0.003906,0.007812,-0.009766 
-9.002198,-0.402226,-0.124498, 0.007812,-0.003906,0.007812 
-8.954314,-0.440533,-0.134075, 0.005859,0.003906,-0.013672 
-8.973468,-0.421380,-0.153229, 0.005859,-0.003906,-0.003906 
-8.973468,-0.421380,-0.134075, 0.000000,-0.001953,0.001953 
-8.992621,-0.430956,-0.172383, 0.011719,0.003906,0.015625 
-9.002198,-0.459687,-0.114922, -0.009766,0.003906,0.000000 
-8.944737,-0.440533,-0.076614, 0.011719,-0.007812,0.000000 
-8.954314,-0.411803,-0.124498, -0.001953,0.007812,-0.001953 
-9.002198,-0.411803,-0.134075, -0.007812,-0.003906,-0.009766 
-9.011775,-0.469264,-0.124498, 0.011719,0.001953,0.003906 
-8.944737,-0.402226,-0.047884, -0.011719,-0.003906,0.000000 
-9.002198,-0.459687,-0.124498, -0.003906,-0.003906,0.007812 
-8.944737,-0.459687,-0.105345, 0.003906,-0.003906,-0.005859 
-8.954314,-0.440533,-0.153229, -0.005859,0.009766,-0.003906 
-8.992621,-0.450110,-0.086191, -0.005859,-0.011719,-0.001953 
-8.954314,-0.421380,-0.076614, 0.000000,-0.001953,-0.007812 
-8.963891,-0.383072,-0.095768, 0.000000,0.001953,0.003906 
-8.954314,-0.440533,-0.086191, -0.001953,0.003906,0.000000 
-9.002198,-0.440533,-0.105345, 0.003906,-0.003906,0.007812 
-8.944737,-0.402226,-0.153229, -0.003906,0.003906,-0.011719 
-9.021352,-0.430956,-0.038307, 0.005859,-0.001953,-0.001953 
-8.944737,-0.421380,-0.105345, 0.000000,0.007812,0.003906 
-8.963891,-0.430956,-0.134075, 0.001953,0.005859,0.005859 
-8.973468,-0.430956,-0.114922, -0.001953,0.005859,-0.007812 
-9.002198,-0.421380,-0.162806, -0.007812,-0.007812,0.000000 
-8.973468,-0.392649,-0.114922, 0.000000,0.003906,-0.001953 
-8.963891,-0.392649,-0.086191, -0.011719,-0.005859,0.003906 
-8.992621,-0.459687,-0.105345, 0.005859,-0.007812,-0.011719 
-8.973468,-0.411803,-0.105345, -0.005859,0.000000,0.005859 
-8.963891,-0.430956,-0.086191, -0.007812,0.000000,0.001953 
-8.983045,-0.440533,-0.134075, 0.003906,0.001953,-0.001953 
-9.011775,-0.459687,-0.172383, -0.003906,0.001953,0.009766 
-8.973468,-0.421380,-0.162806, -0.003906,-0.007812,-0.001953 
-8.944737,-0.440533,-0.143652, 0.009766,0.003906,0.001953 
-8.992621,-0.411803,-0.095768, -0.011719,0.003906,0.007812 
-8.935161,-0.421380,-0.172383, 0.001953,-0.001953,-0.007812 
-8.944737,-0.430956,-0.143652, 0.005859,-0.013672,0.007812 
-8.973468,-0.459687,-0.153229, 0.003906,0.005859,-0.003906 
-8.963891,-0.411803,-0.162806, -0.003906,0.009766,0.001953 
-8.973468,-0.421380,-0.095768, -0.001953,-0.001953,-0.005859 
-8.954314,-0.450110,-0.114922, -0.001953,-0.001953,-0.005859 
-8.963891,-0.440533,-0.172383, 0.003906,0.005859,0.003906 
-8.954314,-0.383072,-0.181959, 0.009766,-0.005859,0.007812 
-8.944737,-0.411803,-0.114922, -0.005859,0.001953,-0.005859 
-8.963891,-0.430956,-0.134075, 0.003906,0.000000,0.001953 
-8.954314,-0.421380,-0.086191, -0.003906,-0.001953,0.003906 
-9.011775,-0.383072,-0.153229, -0.001953,-0.007812,-0.009766 
-9.002198,-0.450110,-0.095768, 0.003906,0.011719,-0.003906 
-8.983045,-0.440533,-0.172383, 0.005859,-0.001953,0.001953 
-8.973468,-0.450110,-0.095768, 0.001953,0.003906,0.000000 
-8.983045,-0.459687,-0.172383, 0.001953,-0.003906,-0.007812 
-8.954314,-0.430956,-0.134075, -0.001953,-0.005859,0.000000 
-8.944737,-0.459687,-0.076614, 0.003906,0.003906,0.011719 
-8.944737,-0.459687,-0.143652, 0.007812,0.003906,-0.007812 
-8.973468,-0.402226,-0.124498, 0.000000,-0.001953,0.003906 
-8.983045,-0.411803,-0.105345, 0.000000,-0.003906,0.000000 
-9.002198,-0.450110,-0.105345, 0.000000,-0.003906,0.001953 
-8.983045,-0.440533,-0.124498, 0.003906,0.005859,0.000000 
-8.973468,-0.421380,-0.153229, -0.001953,-0.001953,0.003906 
-8.963891,-0.421380,-0.086191, -0.011719,0.005859,0.001953 
-9.002198,-0.440533,-0.124498, 0.001953,0.001953,0.000000 
-8.954314,-0.363919,-0.086191, -0.001953,-0.001953,-0.003906 
-8.973468,-0.440533,-0.086191, -0.007812,-0.003906,0.005859 
-8.983045,-0.478840,-0.076614, 0.017578,-0.005859,-0.005859 
-8.963891,-0.383072,-0.153229, -0.011719,0.000000,0.007812 
-8.944737,-0.421380,-0.143652, -0.003906,0.003906,-0.001953 
-8.992621,-0.450110,-0.105345, 0.003906,-0.003906,-0.001953 
-8.983045,-0.440533,-0.114922, -0.001953,-0.007812,0.007812 
-8.944737,-0.402226,-0.124498, 0.000000,0.000000,0.000000 
-8.992621,-0.450110,-0.114922, 0.000000,0.000000,0.000000 
-8.983045,-0.430956,-0.114922, 0.000000,0.000000,0.000000 
-9.011775,-0.411803,-0.076614, 0.000000,0.000000,0.000000 
-8.954314,-0.459687,-0.095768, 0.000000,0.000000,0.000000 
-8.983045,-0.450110,-0.172383, 0.000000,0.000000,0.000000 
-9.011775,-0.440533,-0.143652, 0.000000,0.000000,0.000000 
-8.992621,-0.421380,-0.114922, 0.000000,0.000000,0.000000 
-8.935161,-0.469264,-0.134075, 0.000000,0.000000,0.000000 
-8.963891,-0.402226,-0.095768, 0.000000,0.000000,0.000000 
-8.944737,-0.392649,-0.095768, 0.000000,0.000000,0.000000 
-8.925584,-0.459687,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.114922, 0.000000,0.000000,0.000000 
-8.925584,-0.450110,-0.105345, 0.000000,0.000000,0.000000 
-8.944737,-0.459687,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.153229, 0.000000,0.000000,0.000000 
-8.983045,-0.440533,-0.124498, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.095768, 0.000000,0.000000,0.000000 
-8.963891,-0.402226,-0.114922, 0.000000,0.000000,0.000000 
-8.973468,-0.421380,-0.172383, 0.000000,0.000000,0.000000 
-8.954314,-0.421380,-0.191536, 0.000000,0.000000,0.000000 
-8.992621,-0.459687,-0.105345, 0.000000,0.000000,0.000000 
-8.973468,-0.402226,-0.067038, 0.000000,0.000000,0.000000 
-8.973468,-0.430956,-0.143652, 0.000000,0.000000,0.000000 
-8.983045,-0.411803,-0.086191, 0.000000,0.000000,0.000000 
-8.944737,-0.411803,-0.114922, 0.000000,0.000000,0.000000 
-9.002198,-0.402226,-0.076614, 0.000000,0.000000,0.000000 
-8.963891,-0.459687,-0.105345, 0.000000,0.000000,0.000000 
-8.973468,-0.430956,-0.114922, 0.000000,0.000000,0.000000 
-8.944737,-0.430956,-0.095768, 0.000000,0.000000,0.000000 
-8.973468,-0.421380,-0.143652, 0.000000,0.000000,0.000000 
-8.944737,-0.450110,-0.143652, 0.000000,0.000000,0.000000 
-8.963891,-0.411803,-0.124498, 0.000000,0.000000,0.000000 
-8.925584,-0.440533,-0.105345, 0.000000,0.000000,0.000000 
-8.983045,-0.459687,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.402226,-0.114922, 0.000000,0.000000,0.000000 
-8.973468,-0.421380,-0.114922, 0.000000,0.000000,0.000000 
-8.983045,-0.440533,-0.143652, 0.000000,0.000000,0.000000 
-8.954314,-0.421380,-0.124498, 0.000000,0.000000,0.000000 
-8.973468,-0.411803,-0.095768, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.124498, 0.000000,0.000000,0.000000 
-9.002198,-0.459687,-0.124498, 0.000000,0.000000,0.000000 
-8.944737,-0.411803,-0.114922, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.076614, 0.000000,0.000000,0.000000 
-8.954314,-0.411803,-0.124498, 0.000000,0.000000,0.000000 
-8.983045,-0.440533,-0.124498, 0.000000,0.000000,0.000000 
-8.983045,-0.469264,-0.057461, 0.000000,0.000000,0.000000 
-8.954314,-0.421380,-0.143652, 0.000000,0.000000,0.000000 
-9.011775,-0.421380,-0.162806, 0.000000,0.000000,0.000000 
-8.963891,-0.430956,-0.134075, 0.000000,0.000000,0.000000 
-8.944737,-0.373495,-0.057461, 0.000000,0.000000,0.000000 
-9.011775,-0.440533,-0.076614, 0.000000,0.000000,0.000000 
-9.011775,-0.430956,-0.153229, 0.000000,0.000000,0.000000 
-9.002198,-0.402226,-0.114922, 0.000000,0.000000,0.000000 
-8.983045,-0.421380,-0.076614, 0.000000,0.000000,0.000000 
-8.973468,-0.430956,-0.086191, 0.000000,0.000000,0.000000 
-8.983045,-0.421380,-0.143652, 0.000000,0.000000,0.000000 
-8.954314,-0.402226,-0.143652, 0.000000,0.000000,0.000000 
-8.983045,-0.459687,-0.181959, 0.000000,0.000000,0.000000 
-8.992621,-0.450110,-0.153229, 0.000000,0.000000,0.000000 
-8.935161,-0.402226,-0.134075, 0.000000,0.000000,0.000000 
-8.983045,-0.430956,-0.105345, 0.000000,0.000000,0.000000 
-8.992621,-0.469264,-0.143652, 0.000000,0.000000,0.000000 
-9.002198,-0.411803,-0.162806, 0.000000,0.000000,0.000000 
-8.973468,-0.430956,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.067038, 0.000000,0.000000,0.000000 
-8.925584,-0.383072,-0.124498, 0.000000,0.000000,0.000000 
-8.992621,-0.421380,-0.076614, 0.000000,0.000000,0.000000 
-8.983045,-0.411803,-0.153229, 0.000000,0.000000,0.000000 
-8.973468,-0.440533,-0.105345, 0.000000,0.000000,0.000000 
-9.002198,-0.497994,-0.086191, 0.000000,0.000000,0.000000 
-9.002198,-0.440533,-0.124498, 0.000000,0.000000,0.000000 
-8.983045,-0.421380,-0.057461, 0.000000,0.000000,0.000000 
-8.963891,-0.450110,-0.095768, 0.000000,0.000000,0.000000 
-8.983045,-0.440533,-0.153229, 0.000000,0.000000,0.000000 
-8.944737,-0.421380,-0.134075, 0.000000,0.000000,0.000000 
-8.925584,-0.430956,-0.124498, 0.000000,0.000000,0.000000 
-8.973468,-0.459687,-0.057461, 0.000000,0.000000,0.000000 
-8.954314,-0.430956,-0.105345, 0.000000,0.000000,0.000000 
-9.002198,-0.392649,-0.143652, 0.000000,0.000000,0.000000 
-8.963891,-0.469264,-0.153229, 0.000000,0.000000,0.000000 
-8.992621,-0.450110,-0.162806, 0.000000,0.000000,0.000000 
-8.973468,-0.459687,-0.095768, 0.000000,0.000000,0.000000 
-8.963891,-0.392649,-0.153229, 0.000000,0.000000,0.000000 
-8.935161,-0.450110,-0.124498, 0.000000,0.000000,0.000000 
-8.944737,-0.430956,-0.095768, 0.000000,0.000000,0.000000 
-8.944737,-0.450110,-0.124498, 0.000000,0.000000,0.000000 
-8.954314,-0.469264,-0.105345, 0.000000,0.000000,0.000000 
-8.963891,-0.392649,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.383072,-0.153229, 0.000000,0.000000,0.000000 
-8.935161,-0.392649,-0.153229, 0.000000,0.000000,0.000000 
-9.002198,-0.411803,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.402226,-0.057461, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.095768, 0.000000,0.000000,0.000000 
-9.021352,-0.440533,-0.124498, 0.000000,0.000000,0.000000 
-8.954314,-0.411803,-0.153229, 0.000000,0.000000,0.000000 
-9.002198,-0.450110,-0.124498, 0.000000,0.000000,0.000000 
-8.944737,-0.421380,-0.134075, 0.000000,0.000000,0.000000 
-8.963891,-0.411803,-0.181959, 0.000000,0.000000,0.000000 
-8.983045,-0.402226,-0.124498, 0.000000,0.000000,0.000000 
-8.983045,-0.421380,-0.134075, 0.000000,0.000000,0.000000 
-8.954314,-0.440533,-0.124498, 0.000000,0.000000,0.000000 
-8.963891,-0.411803,-0.105345, 0.000000,0.000000,0.000000 
-8.944737,-0.373495,-0.172383, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.114922, 0.000000,0.000000,0.000000 
-8.983045,-0.430956,-0.201113, 0.000000,0.000000,0.000000 
-8.992621,-0.421380,-0.143652, 0.000000,0.000000,0.000000 
-8.992621,-0.459687,-0.095768, 0.000000,0.000000,0.000000 
-8.983045,-0.421380,-0.105345, 0.000000,0.000000,0.000000 
-8.983045,-0.421380,-0.057461, 0.000000,0.000000,0.000000 
-8.983045,-0.430956,-0.114922, 0.000000,0.000000,0.000000 
-8.954314,-0.450110,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.421380,-0.143652, 0.000000,0.000000,0.000000 
-8.983045,-0.430956,-0.124498, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.134075, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.153229, 0.000000,0.000000,0.000000 
-8.954314,-0.411803,-0.153229, 0.000000,0.000000,0.000000 
-9.002198,-0.440533,-0.095768, 0.000000,0.000000,0.000000 
-8.983045,-0.430956,-0.134075, 0.000000,0.000000,0.000000 
-8.925584,-0.421380,-0.105345, 0.000000,0.000000,0.000000 
-8.973468,-0.450110,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.105345, 0.000000,0.000000,0.000000 
-8.954314,-0.402226,-0.162806, 0.000000,0.000000,0.000000 
-9.002198,-0.440533,-0.086191, 0.000000,0.000000,0.000000 
-9.011775,-0.411803,-0.143652, 0.000000,0.000000,0.000000 
-8.963891,-0.383072,-0.114922, 0.000000,0.000000,0.000000 
-8.954314,-0.402226,-0.124498, 0.000000,0.000000,0.000000 
-8.973468,-0.459687,-0.114922, 0.000000,0.000000,0.000000 
-8.992621,-0.373495,-0.162806, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.114922, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.124498, 0.000000,0.000000,0.000000 
-8.983045,-0.450110,-0.162806, 0.000000,0.000000,0.000000 
-8.963891,-0.421380,-0.095768, 0.000000,0.000000,0.000000 
-8.916007,-0.411803,-0.076614, 0.000000,0.000000,0.000000 
-8.992621,-0.450110,-0.181959, 0.000000,0.000000,0.000000 
-9.002198,-0.392649,-0.162806, 0.000000,0.000000,0.000000 
-8.935161,-0.459687,-0.114922, 0.000000,0.000000,0.000000 
-8.973468,-0.469264,-0.114922, 0.000000,0.000000,0.000000 
-8.973468,-0.402226,-0.153229, 0.000000,0.000000,0.000000 
-8.963891,-0.402226,-0.134075, 0.000000,0.000000,0.000000 
-8.973468,-0.459687,-0.134075, 0.000000,0.000000,0.000000 
-8.983045,-0.440533,-0.124498, 0.000000,0.000000,0.000000 
-8.935161,-0.421380,-0.172383, 0.000000,0.000000,0.000000 
-8.983045,-0.459687,-0.162806, 0.000000,0.000000,0.000000 
-8.963891,-0.392649,-0.124498, 0.000000,0.000000,0.000000 
-8.973468,-0.421380,-0.124498, 0.000000,0.000000,0.000000 
-8.973468,-0.469264,-0.114922, 0.000000,0.000000,0.000000 
-8.992621,-0.411803,-0.124498, 0.000000,0.000000,0.000000 
-8.973468,-0.440533,-0.095768, 0.000000,0.000000,0.000000 
-8.973468,-0.450110,-0.143652, 0.000000,0.000000,0.000000 
-8.973468,-0.430956,-0.162806, 0.000000,0.000000,0.000000 
-8.944737,-0.373495,-0.067038, 0.000000,0.000000,0.000000 
-9.011775,-0.421380,-0.143652, 0.000000,0.000000,0.000000 
-8.973468,-0.411803,-0.124498, 0.000000,0.000000,0.000000 
-8.983045,-0.383072,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.450110,-0.086191, 0.000000,0.000000,0.000000 
-8.973468,-0.402226,-0.057461, 0.000000,0.000000,0.000000 
-8.954314,-0.430956,-0.076614, 0.000000,0.000000,0.000000 
-9.002198,-0.440533,-0.095768, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.162806, 0.000000,0.000000,0.000000 
-8.973468,-0.392649,-0.114922, 0.000000,0.000000,0.000000 
-8.992621,-0.421380,-0.143652, 0.000000,0.000000,0.000000 
-9.002198,-0.411803,-0.134075, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.067038, 0.000000,0.000000,0.000000 
-8.963891,-0.450110,-0.038307, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.095768, 0.000000,0.000000,0.000000 
-8.992621,-0.430956,-0.095768, 0.000000,0.000000,0.000000 
-8.973468,-0.450110,-0.114922, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.143652, 0.000000,0.000000,0.000000 
-8.944737,-0.402226,-0.134075, 0.000000,0.000000,0.000000 
-8.983045,-0.402226,-0.124498, 0.000000,0.000000,0.000000 
-8.983045,-0.450110,-0.134075, 0.000000,0.000000,0.000000 
-9.002198,-0.459687,-0.095768, 0.000000,0.000000,0.000000 
-8.935161,-0.411803,-0.143652, 0.000000,0.000000,0.000000 
-8.954314,-0.440533,-0.134075, 0.000000,0.000000,0.000000 
-8.954314,-0.459687,-0.134075, 0.000000,0.000000,0.000000 
-8.983045,-0.450110,-0.095768, 0.000000,0.000000,0.000000 
-8.954314,-0.383072,-0.162806, 0.000000,0.000000,0.000000 
-8.963891,-0.459687,-0.162806, 0.000000,0.000000,0.000000 
-8.983045,-0.430956,-0.124498, 0.000000,0.000000,0.000000 
-8.954314,-0.440533,-0.086191, 0.000000,0.000000,0.000000 
-8.973468,-0.459687,-0.181959, 0.000000,0.000000,0.000000 
-8.925584,-0.392649,-0.124498, 0.000000,0.000000,0.000000 
-8.954314,-0.459687,-0.105345, 0.000000,0.000000,0.000000 
-8.992621,-0.430956,-0.153229, 0.000000,0.000000,0.000000 
-8.935161,-0.411803,-0.095768, 0.000000,0.000000,0.000000 
-8.916007,-0.402226,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.430956,-0.134075, 0.000000,0.000000,0.000000 
-8.973468,-0.430956,-0.143652, 0.000000,0.000000,0.000000 
-8.954314,-0.373495,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.402226,-0.105345, 0.000000,0.000000,0.000000 
-8.983045,-0.411803,-0.086191, 0.000000,0.000000,0.000000 
-8.983045,-0.411803,-0.162806, 0.000000,0.000000,0.000000 
-8.954314,-0.402226,-0.134075, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.105345, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.057461, 0.000000,0.000000,0.000000 
-8.963891,-0.411803,-0.086191, 0.000000,0.000000,0.000000 
-9.021352,-0.392649,-0.105345, 0.000000,0.000000,0.000000 
-9.021352,-0.450110,-0.162806, 0.000000,0.000000,0.000000 
-8.944737,-0.421380,-0.162806, 0.000000,0.000000,0.000000 
-8.935161,-0.440533,-0.124498, 0.000000,0.000000,0.000000 
-8.963891,-0.450110,-0.105345, 0.000000,0.000000,0.000000 
-8.935161,-0.392649,-0.220267, 0.000000,0.000000,0.000000 
-8.935161,-0.392649,-0.095768, 0.000000,0.000000,0.000000 
-8.973468,-0.411803,-0.105345, 0.000000,0.000000,0.000000 
-8.963891,-0.430956,-0.105345, 0.000000,0.000000,0.000000 
-8.944737,-0.478840,-0.143652, 0.000000,0.000000,0.000000 
-8.973468,-0.450110,-0.143652, 0.000000,0.000000,0.000000 
-8.963891,-0.430956,-0.124498, 0.000000,0.000000,0.000000 
-8.954314,-0.440533,-0.076614, 0.000000,0.000000,0.000000 
-9.002198,-0.430956,-0.076614, 0.000000,0.000000,0.000000 
-8.992621,-0.459687,-0.105345, 0.000000,0.000000,0.000000 
-8.973468,-0.392649,-0.134075, 0.000000,0.000000,0.000000 
-8.992621,-0.450110,-0.124498, 0.000000,0.000000,0.000000 
-8.963891,-0.411803,-0.124498, 0.000000,0.000000,0.000000 
-8.925584,-0.440533,-0.134075, 0.000000,0.000000,0.000000 
-8.983045,-0.411803,-0.143652, 0.000000,0.000000,0.000000 
-9.021352,-0.459687,-0.134075, 0.000000,0.000000,0.000000 
-8.954314,-0.383072,-0.114922, 0.000000,0.000000,0.000000 
-8.983045,-0.440533,-0.047884, 0.000000,0.000000,0.000000 
-8.992621,-0.402226,-0.153229, 0.000000,0.000000,0.000000 
-8.963891,-0.392649,-0.114922, 0.000000,0.000000,0.000000 
-8.963891,-0.440533,-0.143652, 0.000000,0.000000,0.000000 
-9.011775,-0.478840,-0.105345, 0.000000,0.000000,0.000000 
-9.002198,-0.421380,-0.143652, 0.000000,0.000000,0.000000 
-8.954314,-0.402226,-0.057461, 0.000000,0.000000,0.000000 
-8.983045,-0.450110,-0.114922, 0.000000,0.000000,0.000000 
-8.973468,-0.421380,-0.105345, 0.000000,0.000000,0.000000 
-8.973468,-0.402226,-0.134075, 0.000000,0.000000,0.000000 
-8.973468,-0.392649,-0.095768, 0.000000,0.000000,0.000000 
-8.944737,-0.392649,-0.124498, 0.000000,0.000000,0.000000 
-8.963891,-0.421380,-0.134075, 0.000000,0.000000,0.000000 
-8.983045,-0.421380,-0.124498, 0.000000,0.000000,0.000000 
-8.973468,-0.469264,-0.086191, 0.000000,0.000000,0.000000 
-8.944737,-0.450110,-0.105345, 0.000000,0.000000,0.000000 
-8.944737,-0.392649,-0.134075, 0.000000,0.000000,0.000000 
-8.954314,-0.430956,-0.105345, 0.000000,0.000000,0.000000 
-8.954314,-0.392649,-0.153229, 0.000000,0.000000,0.000000 
-8.944737,-0.469264,-0.134075, 0.000000,0.000000,0.000000 
-8.983045,-0.430956,-0.114922, 0.000000,0.000000,0.000000 
-8.983045,-0.402226,-0.134075, 0.000000,0.000000,0.000000 
-8.992621,-0.421380,-0.067038, 0.000000,0.000000,0.000000 
-8.992621,-0.488417,-0.095768, 0.000000,0.000000,0.000000 
-8.954314,-0.421380,-0.114922, 0.000000,0.000000,0.000000 
-8.983045,-0.392649,-0.038307, 0.000000,0.000000,0.000000 
-8.992621,-0.469264,-0.153229, 0.000000,0.000000,0.000000 
-8.925584,-0.459687,-0.153229, 0.000000,0.000000,0.000000 
-8.973468,-0.430956,-0.134075, 0.000000,0.000000,0.000000 
-8.983045,-0.402226,-0.095768, 0.000000,0.000000,0.000000 
-8.944737,-0.421380,-0.134075, 0.000000,0.000000,0.000000 
-8.896853,-0.411803,-0.134075, 0.000000,0.000000,0.000000 
-8.925584,-0.421380,-0.105345, 0.000000,0.000000,0.000000 
-8.935161,-0.421380,-0.114922, 0.000000,0.000000,0.000000 
-8.954314,-0.421380,-0.162806, 0.000000,0.000000,0.000000 
-8.973468,-0.450110,-0.086191, 0.000000,0.000000,0.000000 
-8.983045,-0.430956,-0.086191, 0.000000,0.000000,0.000000 
-8.992621,-0.440533,-0.134075, 0.000000,0.000000,0.000000 
